front_2022_7_12_9_28_6_704.jpg,0.01,1.0
front_2022_7_12_9_28_6_814.jpg,0.01,1.0
front_2022_7_12_9_28_6_930.jpg,0.01,1.0
front_2022_7_12_9_28_7_37.jpg,0.01,1.0
front_2022_7_12_9_28_7_143.jpg,0.01,1.0
front_2022_7_12_9_28_7_249.jpg,0.01,1.0
front_2022_7_12_9_28_7_356.jpg,0.01,1.0
front_2022_7_12_9_28_7_463.jpg,0.01,1.0
front_2022_7_12_9_28_7_569.jpg,0.01,1.0
front_2022_7_12_9_28_7_676.jpg,0.01,1.0
front_2022_7_12_9_28_7_782.jpg,0.01,1.0
front_2022_7_12_9_28_7_888.jpg,0.01,1.0
front_2022_7_12_9_28_7_994.jpg,0.01,1.0
front_2022_7_12_9_28_8_100.jpg,0.01,1.0
front_2022_7_12_9_28_8_205.jpg,0.01,1.0
front_2022_7_12_9_28_8_311.jpg,0.01,1.0
front_2022_7_12_9_28_8_416.jpg,0.01,1.0
front_2022_7_12_9_28_8_522.jpg,0.01,1.0
front_2022_7_12_9_28_8_627.jpg,0.01,1.0
front_2022_7_12_9_28_8_732.jpg,0.01,1.0
front_2022_7_12_9_28_8_838.jpg,0.01,1.0
front_2022_7_12_9_28_8_945.jpg,0.01,1.0
front_2022_7_12_9_28_9_51.jpg,0.01,1.0
front_2022_7_12_9_28_9_157.jpg,0.01,1.0
front_2022_7_12_9_28_9_262.jpg,0.01,1.0
front_2022_7_12_9_28_9_368.jpg,0.01,1.0
front_2022_7_12_9_28_9_473.jpg,-0.008000000000000002,1.0
front_2022_7_12_9_28_9_579.jpg,-0.0009999999999999992,1.0
front_2022_7_12_9_28_9_684.jpg,-0.011000000000000001,1.0
front_2022_7_12_9_28_9_790.jpg,-0.011999999999999999,1.0
front_2022_7_12_9_28_9_895.jpg,-0.004,1.0
front_2022_7_12_9_28_10_1.jpg,-0.004999999999999999,1.0
front_2022_7_12_9_28_10_106.jpg,-0.014,1.0
front_2022_7_12_9_28_10_211.jpg,-0.026000000000000002,1.0
front_2022_7_12_9_28_10_317.jpg,-0.026000000000000002,1.0
front_2022_7_12_9_28_10_423.jpg,-0.026000000000000002,1.0
front_2022_7_12_9_28_10_528.jpg,-0.031,1.0
front_2022_7_12_9_28_10_634.jpg,-0.031,1.0
front_2022_7_12_9_28_10_741.jpg,-0.033999999999999996,1.0
front_2022_7_12_9_28_10_846.jpg,-0.042,1.0
front_2022_7_12_9_28_10_952.jpg,0.01,1.0
front_2022_7_12_9_28_11_58.jpg,0.01,1.0
front_2022_7_12_9_28_11_164.jpg,0.01,1.0
front_2022_7_12_9_28_11_270.jpg,0.01,1.0
front_2022_7_12_9_28_11_376.jpg,0.01,1.0
front_2022_7_12_9_28_11_482.jpg,0.01,1.0
front_2022_7_12_9_28_11_588.jpg,0.01,1.0
front_2022_7_12_9_28_11_694.jpg,0.01,1.0
front_2022_7_12_9_28_11_800.jpg,0.01,1.0
front_2022_7_12_9_28_11_909.jpg,0.01,1.0
front_2022_7_12_9_28_12_15.jpg,0.01,1.0
front_2022_7_12_9_28_12_122.jpg,0.01,1.0
front_2022_7_12_9_28_12_228.jpg,0.01,1.0
front_2022_7_12_9_28_12_333.jpg,0.01,1.0
front_2022_7_12_9_28_12_439.jpg,0.01,1.0
front_2022_7_12_9_28_12_544.jpg,0.01,1.0
front_2022_7_12_9_28_12_650.jpg,0.01,1.0
front_2022_7_12_9_28_12_755.jpg,0.01,1.0
front_2022_7_12_9_28_12_860.jpg,0.01,1.0
front_2022_7_12_9_28_12_966.jpg,0.01,1.0
front_2022_7_12_9_28_13_71.jpg,0.01,1.0
front_2022_7_12_9_28_13_176.jpg,0.01,1.0
front_2022_7_12_9_28_13_282.jpg,0.01,1.0
front_2022_7_12_9_28_13_388.jpg,0.01,1.0
front_2022_7_12_9_28_13_493.jpg,0.01,1.0
front_2022_7_12_9_28_13_599.jpg,0.01,1.0
front_2022_7_12_9_28_13_705.jpg,0.01,1.0
front_2022_7_12_9_28_13_810.jpg,0.01,1.0
front_2022_7_12_9_28_13_918.jpg,0.01,1.0
front_2022_7_12_9_28_14_23.jpg,0.01,1.0
front_2022_7_12_9_28_14_129.jpg,0.01,1.0
front_2022_7_12_9_28_14_234.jpg,0.01,1.0
front_2022_7_12_9_28_14_340.jpg,0.01,1.0
front_2022_7_12_9_28_14_445.jpg,0.01,1.0
front_2022_7_12_9_28_14_550.jpg,0.01,1.0
front_2022_7_12_9_28_14_657.jpg,0.01,1.0
front_2022_7_12_9_28_14_763.jpg,0.01,1.0
front_2022_7_12_9_28_14_868.jpg,0.01,1.0
front_2022_7_12_9_28_14_973.jpg,0.01,1.0
front_2022_7_12_9_28_15_79.jpg,0.01,1.0
front_2022_7_12_9_28_15_184.jpg,0.01,1.0
front_2022_7_12_9_28_15_289.jpg,0.01,1.0
front_2022_7_12_9_28_15_395.jpg,0.01,1.0
front_2022_7_12_9_28_15_501.jpg,0.01,1.0
front_2022_7_12_9_28_15_606.jpg,0.01,1.0
front_2022_7_12_9_28_15_711.jpg,0.01,1.0
front_2022_7_12_9_28_15_817.jpg,0.01,1.0
front_2022_7_12_9_28_15_923.jpg,0.01,1.0
front_2022_7_12_9_28_16_28.jpg,0.01,1.0
front_2022_7_12_9_28_16_133.jpg,0.01,1.0
front_2022_7_12_9_28_16_239.jpg,0.01,1.0
front_2022_7_12_9_28_16_344.jpg,0.01,1.0
front_2022_7_12_9_28_16_449.jpg,0.01,1.0
front_2022_7_12_9_28_16_555.jpg,0.01,1.0
front_2022_7_12_9_28_16_660.jpg,0.01,1.0
front_2022_7_12_9_28_16_767.jpg,0.01,1.0
front_2022_7_12_9_28_16_873.jpg,0.01,1.0
front_2022_7_12_9_28_16_980.jpg,0.01,1.0
front_2022_7_12_9_28_17_86.jpg,0.01,1.0
front_2022_7_12_9_28_17_192.jpg,0.01,1.0
front_2022_7_12_9_28_17_298.jpg,0.01,1.0
front_2022_7_12_9_28_17_403.jpg,0.01,1.0
